,SMILES,nHBAcc,AMR,ETA_Shape_Y,MDEC-23,LipoaffinityIndex,minsOH,minsssN,nC,maxHsOH,C1SP2,MLFER_A,maxsssN,minHsOH,ATSm1,ATSm5,BCUTw-1h,CrippenMR,mindO,maxdO,ETA_Shape_X,pIC50
0,Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,-0.5865703154607772,0.3028971985411377,-0.8552449472575638,0.2843085837826389,0.9162232423582977,0.6151804262002707,1.4186835089934704,0.5115237099116468,0.16709131425026091,-0.6845042899829425,-0.48564146843701217,1.3720024451482555,0.3859656126615259,0.16393129042216015,0.32195626594424154,0.40106043427147614,0.3452654616892147,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,8.60205999132796
1,Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,-0.5865703154607772,0.4873656619548931,-1.138079541691771,0.5799883171718386,1.2992696085722069,0.6378541778363596,1.4233084825627182,0.8131210227448576,0.08417020531101964,-0.6845042899829425,-0.48564146843701217,1.376538539501072,0.2951228712372027,0.2918656797393512,0.4326548016752563,0.40106044055643864,0.639225306585289,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,8.1249387366083
2,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,-0.5865703154607772,0.7404237525467391,-0.5986429037405256,0.5614282080719658,0.552126368743257,0.5607478238676791,1.3899534948972032,0.6623223663282523,0.36364849237471497,-0.6845042899829425,0.5716183881534984,1.34382454256197,0.4385970823826293,0.34140629129285094,0.4510358494735544,0.40106044134222163,0.6869388668549697,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,8.50863830616573
3,Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,-0.5865703154607772,0.536156417441544,-1.138079541691771,0.5264532574325875,1.3175047663605706,0.6293087907175838,1.4219759324032482,0.8131210227448576,0.11468740062052596,-0.6845042899829425,-0.48564146843701217,1.3752315972747624,0.3285554400723394,0.2918656797393512,0.3035752181459489,0.40106044055643864,0.639225306585289,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,8.4089353929735
4,Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,-0.5865703154607772,0.8436914994698231,-1.138079541691771,0.5264532574325875,1.1075225730675997,0.6213260571500215,1.407874283591697,0.8131210227448576,0.18577237206514416,-0.6845042899829425,-0.48564146843701217,1.3614009432003695,0.4064313122441707,0.2918656797393512,0.3035752181459489,0.40106044055643864,0.6059264114411163,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,8.13076828026902
5,Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,-0.21413872886715415,0.5764890949416115,-0.9727349783350678,0.2843085837826389,0.6437608636249376,0.6139778607742177,1.3999023269305988,0.5115237099116468,0.23586351278718926,0.8518362085120303,-0.48564146843701217,1.3535821855253531,0.4613077677387101,0.2509254150857695,0.386503582143764,0.40106043776408873,0.3597183282240663,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,6.30980391997149
6,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,-0.5865703154607772,0.8163532174382819,-0.6972137011262526,1.2906563427319482,1.143568179146331,0.578516571389863,1.4089636374974943,1.1147183355780685,0.2965649705217089,-0.6845042899829425,0.5716183881534984,1.3624693627332207,0.27803509458035003,-0.036142297032384335,0.2350850681586654,-0.5984210866945683,0.7706954568399784,-1.0595407200444147,-1.0598966637253577,0.5939489564027857,9.0
7,Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,-0.5865703154607772,0.4073116961125893,-0.8043696969939621,0.05454566500498678,0.391457710335215,0.600515320740288,1.3950846461293025,0.36072505349504125,0.29481523867368103,0.0836659592645439,-0.48564146843701217,1.3488570872411727,0.5258912792200648,0.21347190197565985,0.3832036078442343,0.40106043505709643,0.2610313540874157,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,7.45593195564972
8,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,-0.9590019020544003,-0.17924175706935286,-0.2204172150620653,0.8157330920302704,0.1647389148261069,0.5362760976934706,-0.862185786217867,0.05912774066183027,0.42534459450167517,-0.6845042899829425,0.5716183881534984,-0.8650348426568317,0.43961808309672906,-0.6844145905182639,-0.51182838575462,-0.5984844427704491,-0.36853423879039837,-1.0595407200444147,-1.0598966637253577,0.9908610869625015,8.36653154442041
9,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,-0.21413872886715415,-0.13204124695695818,0.7468484805746517,0.9006221509909477,-0.7480241327632742,0.528743451295162,-0.862185786217867,0.05912774066183027,0.4833285875388573,-0.6845042899829425,0.5716183881534984,-0.8650348426568317,0.5214518664269945,-0.4573989780940676,0.471150964178232,-0.5983585863356091,-0.30947167649500246,1.1563471563020926,1.1047046173320654,0.9108052943708154,7.04095860767891
10,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccc(OCCN6CCCCC6)cc5C4=O,0.15829285772646892,0.8635537275506757,0.048744655863799564,1.443132986037387,0.14378564501408295,0.5709839249915569,1.3034565469041772,1.1147183355780685,0.3545489635588874,-0.6845042899829425,0.5716183881534984,1.2589898269787572,0.3598688779106154,0.19087331539181204,1.2180644180915177,-0.5982949449053557,0.8297580191353744,1.235523029787022,1.2020398841277098,0.5494319502419881,6.76447155309245
11,Oc1cccc(c1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,-0.9590019020544003,-0.17924175706935286,-0.2204172150620653,0.8040386226220562,0.14594560486023814,0.6060925923845921,-0.862185786217867,0.05912774066183027,0.21606520336965843,-0.6845042899829425,0.5716183881534984,-0.8650348426568317,0.4041616049387644,-0.6844145905182639,-0.4380980700908144,-0.5984844427704491,-0.36853423879039837,-1.0595407200444147,-1.0598966637253577,0.9908610869625015,7.45593195564972
12,CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,-0.5865703154607772,0.353493611126048,-1.238876131276531,-0.7360902844383435,0.8648024083466564,0.5994258392302765,1.4076488391347286,0.36072505349504125,0.2046809373226393,-0.6845042899829425,-0.48564146843701217,1.3611798311631185,0.42714625354639313,0.09996409576356462,0.10014526874770226,0.4010604311294702,0.265583688700816,-1.0595407200444147,-1.0598966637253577,0.7230108650202238,7.95860731484177
13,Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCC3)c4ccc(OCCN5CCCCC5)cc4,-0.5865703154607772,0.39513143024801495,-1.0011933214512692,0.4321013044233687,1.1077464254652667,0.6265173020183138,1.4209959957780898,0.6623223663282523,0.12563075978064028,-0.6845042899829425,-0.48564146843701217,1.3742704923246594,0.34054424194936433,0.22789848508075566,0.3773055338097489,0.40106043741380076,0.49224538413725183,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,8.58502665202918
14,Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccnc3)c4ccc(OCCN5CCCCC5)cc4,-0.21413872886715415,0.5764890949416115,-0.9727349783350678,0.24952677839317464,0.6305876803977494,0.6133869125148419,1.3991634258278176,0.5115237099116468,0.24072617041017,0.8518362085120303,-0.48564146843701217,1.3528574840607,0.4666349655382852,0.2509254150857695,0.4110603954966699,0.40106043776408873,0.3597183282240663,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,6.26600071346161
15,CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,-0.5865703154607772,0.340594250241641,-0.6994394933252848,-0.3051076834200302,0.8400813731406049,0.5941554662269064,1.409972651229591,0.36072505349504125,0.2318734306090431,-0.6845042899829425,-0.48564146843701217,1.3634589860085862,0.45693650439927835,0.09996409576356462,0.13752741454942685,0.4010604311294702,0.265583688700816,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,8.52287874528034
16,Oc1ccc(C[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4)cc1,-0.5865703154607772,0.8945508410707634,-0.7450682334054527,0.6771344055974465,0.7438250159116335,0.5376354505833749,1.3950532573241379,0.8131210227448576,0.41633344454003823,-0.6845042899829425,0.5716183881534984,1.348826301642138,0.4064313122441661,0.40537348595144646,0.3773055338097489,0.4010604444852533,0.8629518604038534,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,8.56863623584101
17,CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,-0.5865703154607772,0.1995692630481124,-0.5326640635549172,-0.5365767702788252,0.6531041002441221,0.5832517250151881,1.4070245314077503,0.20992639707843574,0.26946305368142154,-0.6845042899829425,-0.48564146843701217,1.3605675209061268,0.4981171452841455,0.03599690110496909,-0.08428358264711244,0.4010604279877711,0.11860376625277934,-1.0595407200444147,-1.0598966637253577,-0.546659041784372,8.15490195998574
18,Oc1cccc(c1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,-0.21413872886715415,-0.13204124695695818,0.7468484805746517,0.8676756964578232,-0.7587227080214164,0.5965059485286307,-0.862185786217867,0.05912774066183027,0.29076294978335604,-0.6845042899829425,0.5716183881534984,-0.8650348426568317,0.48599538826902977,-0.4573989780940676,0.544881279842032,-0.5983585863356091,-0.30947167649500246,1.157143822082864,1.1054828443299385,0.9108052943708154,6.43651891460559
