,SMILES,AMR,ATSm1,ATSm5,ATSp5,BCUTw-1h,BCUTp-1h,SP-2,SP-7,VP-3,CrippenMR,nHdsCH,nssO,naaO,nddssS,SHdsCH,SaaO,SddssS,minHCsatu,mindO,minddssS,pIC50
0,Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,0.3028971985411377,0.16393129042216015,0.32195626594424154,0.2755505981839832,0.40106043427147614,0.9653787654718327,0.29521632323022934,0.40164152762184957,1.40271029237491,0.3452654616892147,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.60205999132796
1,Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,0.4873656619548931,0.2918656797393512,0.4326548016752563,0.5365256329427113,0.40106044055643864,1.238665157481428,0.4951964289368654,0.5744515235274682,1.6560659697612035,0.639225306585289,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.1249387366083
2,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,0.7404237525467391,0.34140629129285094,0.4510358494735544,0.42058193515598485,0.40106044134222163,1.0697917580894551,0.5710779620927108,0.5904604611074199,0.9941365654276899,0.6869388668549697,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.50863830616573
3,Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,0.536156417441544,0.2918656797393512,0.3035752181459489,0.31698439431994324,0.40106044055643864,0.8333034980895873,0.5190432588381855,0.4339194448828877,1.5641738438935897,0.639225306585289,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.4089353929735
4,Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,0.8436914994698231,0.2918656797393512,0.3035752181459489,0.2851789091772183,0.40106044055643864,0.8061113888114351,0.5190432588381855,0.4339194448828877,1.0389887811437524,0.6059264114411163,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.13076828026902
5,Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,0.5764890949416115,0.2509254150857695,0.386503582143764,0.32218448213520096,0.40106043776408873,1.0162314914101755,0.39520637608354736,0.5130951572262199,0.8993895667555061,0.3597183282240663,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,6.30980391997149
6,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,0.8163532174382819,-0.036142297032384335,0.2350850681586654,1.0769794678034792,-0.5984210866945683,1.3801174825985423,0.8395646420704255,1.670399028549616,1.1055981797329915,0.7706954568399784,0.8123193127770281,0.1503897699228829,-0.39834256288976866,-0.2577147732660935,0.5363681048877145,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,9.0
7,Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,0.4073116961125893,0.21347190197565985,0.3832036078442343,0.13165975827891993,0.40106043505709643,0.6274910431319921,0.29521632323022934,0.40164152762184957,0.7722601593972821,0.2610313540874157,-0.48607609080341996,1.167065817278262,2.214043547224528,-0.2577147732660935,-0.48090407590813766,2.3504385870217313,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,7.45593195564972
8,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,-0.17924175706935286,-0.6844145905182639,-0.51182838575462,0.37484861364621447,-0.5984844427704491,1.2954349255344983,-0.24349086168684664,0.7924198879915574,-0.0011966094336656441,-0.36853423879039837,0.8123193127770281,-0.8662862774324964,-0.39834256288976866,-0.2577147732660935,0.5352218876236777,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.36653154442041
9,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,-0.13204124695695818,-0.4573989780940676,0.471150964178232,0.987920134546115,-0.5983585863356091,1.5354288334991373,-0.03322143554777099,1.0535155706762616,-0.116962906197588,-0.30947167649500246,0.8123193127770281,-0.8662862774324964,-0.39834256288976866,-0.2577147732660935,0.7943317307402539,-0.398236386514195,0.2570313072132563,-0.7530970835558306,1.1563471563020926,0.2570313072132563,7.04095860767891
10,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccc(OCCN6CCCCC6)cc5C4=O,0.8635537275506757,0.19087331539181204,1.2180644180915177,1.7256835149665948,-0.5982949449053557,1.6200072163162282,1.049834068209501,1.982604971929659,0.9921751736307954,0.8297580191353744,0.8123193127770281,0.1503897699228829,-0.39834256288976866,-0.2577147732660935,0.7954779480042906,-0.398236386514195,0.2570313072132563,-0.7530970835558306,1.235523029787022,0.2570313072132563,6.76447155309245
11,Oc1cccc(c1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,-0.17924175706935286,-0.6844145905182639,-0.4380980700908144,0.42186205514460284,-0.5984844427704491,1.306505352174978,-0.24012384616103477,0.77477001656385,-0.011913770698399304,-0.36853423879039837,0.8123193127770281,-0.8662862774324964,-0.39834256288976866,-0.2577147732660935,0.5480951887033828,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,7.45593195564972
12,CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,0.353493611126048,0.09996409576356462,0.10014526874770226,0.1638714208248967,0.4010604311294702,1.03826740311357,0.36991533438563035,0.03912878317398373,1.0280222068812048,0.265583688700816,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,7.95860731484177
13,Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCC3)c4ccc(OCCN5CCCCC5)cc4,0.39513143024801495,0.22789848508075566,0.3773055338097489,0.4013266303322675,0.40106043741380076,1.1020219418865311,0.39520637608354736,0.5130951572262199,1.5293881310680566,0.49224538413725183,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.58502665202918
14,Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccnc3)c4ccc(OCCN5CCCCC5)cc4,0.5764890949416115,0.2509254150857695,0.4110603954966699,0.3143404903710578,0.40106043776408873,0.9848252620396909,0.39520637608354736,0.5130951572262199,0.8883992783836886,0.3597183282240663,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,6.26600071346161
15,CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,0.340594250241641,0.09996409576356462,0.13752741454942685,-0.03209789728641449,0.4010604311294702,0.5645843643009989,0.20506562715830587,0.021788971568666625,0.760188271925437,0.265583688700816,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.52287874528034
16,Oc1ccc(C[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4)cc1,0.8945508410707634,0.40537348595144646,0.3773055338097489,0.33619053406319405,0.4010604444852533,0.8171884587080384,0.694914844847377,0.5050116790228396,1.0863742192725538,0.8629518604038534,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.56863623584101
17,CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,0.1995692630481124,0.03599690110496909,-0.08428358264711244,-0.1268193705576108,0.4010604279877711,0.5645841902065005,0.06881766256776298,-0.08803480809162259,0.8717026601680772,0.11860376625277934,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.15490195998574
18,Oc1cccc(c1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,-0.13204124695695818,-0.4573989780940676,0.544881279842032,1.0367350757549834,-0.5983585863356091,1.5465057919482876,-0.02985442002195912,1.1147599860862631,-0.12768006746232166,-0.30947167649500246,0.8123193127770281,-0.8662862774324964,-0.39834256288976866,-0.2577147732660935,0.8072050318199588,-0.398236386514195,0.2570313072132563,-0.7530970835558306,1.157143822082864,0.2570313072132563,6.43651891460559
19,Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccs3)c4ccc(OCCN5CCCCC5)cc4,0.6029055415071677,0.5559064618524917,0.6299128332960126,0.4980573476312414,0.4011230896769199,1.6505717796057828,0.29521632323022934,0.40164152762184957,1.3429305429698593,0.2610313540874157,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.05551732784983
20,Oc1ccc2O[C@H]([C@@H](CC3CCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,0.4439221857346667,0.22789848508075566,0.24822595028044153,0.22031306912174725,0.40106043741380076,0.7649818283877307,0.41905320598489554,0.3725630785816394,1.4374960052004429,0.49224538413725183,-0.48607609080341996,1.167065817278262,-0.39834256288976866,-0.2577147732660935,-0.48090407590813766,-0.398236386514195,0.2570313072132563,-0.7530970835558306,-1.0595407200444147,0.2570313072132563,8.52287874528034
